practice_number,practice_name,town,suburb,physical_address,telephone,province,latitude,longitude,location_precision,source_name,source_updated_at,source_page,validation_status,is_active
823805,Clicks Pharmacy Magalies View,RUSTENBURG,RUSTENBURG,"FUTURE SHOP 8, MAGALIES VIEW CENTRE, CNR MARLIN & KORONKO STREETS",021 4601911,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
695742,Clicks Pharmacy - Rustenburg Med,RUSTENBURG,RUSTENBURG,CNR PRESIDENT MBEKI & VON WEILLI,,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
6045901,Firkem Pharmacy,RYLANDS EST,RYLANDS EST,"111 REPULSE ROAD, RYLANDS EST",021 6911142,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
6002250,Uni-Kem Pharmacy,RYLANDS EST,RYLANDS EST,"BREYS BUILDING, 364 KLIPFONTEIN ROAD, RYLANDS EST",021 6379036,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
388599,Saldanha Pharmacy,SALDANHA,SALDANHA,"70 SALDANHA ROAD, SALDANHA",022 7142201,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
710342,Dis-Chem Hermanus Pharmacy,SANDBAAI,SANDBAAI,"SHOP 72 WHALE COAST MALL, R43, SANDBAAI",028 0502189,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
6046339,Morninghill Pharmacy,SANDOWN EXT 24,SANDOWN EXT 24,"MORNINGSIDE MEDICLINIC, CNR. HILL ROAD & RIVONIA ROAD",0111 2825100,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
1134604,Clicks Pharmacy Barlow Park Life,SANDTON,SANDTON,"SHOP 3 BARLOW PARK LIFESTYLE CEN, CNR KATHERINE & HARRIS STREET",,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
232637,Medirite Pharmacy - Sea Point,SEA POINT,SEA POINT,"THE POINT CENTRE, CNR REGENT & ST ANDREWS ROAD, SEA POINT",021 4349655,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
6002501,Petries Pharmacy,SEA POINT,SEA POINT,"13 REGENT ROAD, SEA POINT",021 4341858,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
510114,Dis-Chem Sea Point Pharmacy,SEA POINT,SEA POINT,"THE POINT MALL SHOPPING CENTRE, 76 REGENT ROAD, SEA POINT",021 4302100,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
6038611,Sedgefield Pharmacy,SEDGEFIELD,SEDGEFIELD,"SHOP 1, MAIN SERVICE ROAD, SEDGEFIELD",044 3431628,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
1169009,Sedgefield Pharmacy,SEDGEFIELD,SEDGEFIELD,"WOODPECKER MALL, 49 MAIN STREET",044 3431628,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
692638,Clicks Pharmacy - Pearce Road,SELBORNE,SELBORNE,CNR MARLBOROUGH AND LUKIN STREET,086 0254257,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
6072674,Pharmacross Silverton Dispensary,SILVERTON,SILVERTON,310 PRETORIA STREET,086 0254257,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
6082831,Heldervue Pharmacy,SOMERSET WEST,SOMERSET WEST,"HELDERVIEW SHOPPING CENTRE, CNR ABELIA & CYNAROIDES STREET, SOMERSET WEST",021 8551260,WESTERN CAPE,-34.078341,18.844659,town,Western Cape Pharmacy Network List,2024-07-15,16,verified,true
6037305,Helderzicht Pharmacy,SOMERSET WEST,SOMERSET WEST,"SHOP 111 LION SQUARE, 150 MAIN ROAD, SOMERSET WEST",021 8516246,WESTERN CAPE,-34.073635,18.844894,town,Western Cape Pharmacy Network List,2024-07-15,16,verified,true
357731,Medirite Pharmacy - Vineyard,SOMERSET WEST,SOMERSET WEST,"SHOPRITE VINEYARD CNR ANDRIES, PRETORIUS & CHURCH STREET, SOMERSET WEST",021 8512813,WESTERN CAPE,-34.074176,18.841059,town,Western Cape Pharmacy Network List,2024-07-15,16,verified,true
207578,Arcade Pharmacy,SOMERSET WEST,SOMERSET WEST,"OUDE HUIS CENTRE, 122 MAIN ROAD, SOMERSET WEST",021 8517130,WESTERN CAPE,-34.078459,18.845553,town,Western Cape Pharmacy Network List,2024-07-15,16,verified,true
235555,Waterstone Alpha Pharmacy,SOMERSET WEST,SOMERSET WEST,"SHOP 12A WATERSTONE VILLAGE, CNR R44 & MAIN ROAD, SOMERSET WEST",021 8520186,WESTERN CAPE,-34.074835,18.845576,town,Western Cape Pharmacy Network List,2024-07-15,16,verified,true
6080650,Circle Apteek,SOMERSET WEST,SOMERSET WEST,"SHOP 22-25 CIRCLE CENTRE, MAIN ROAD, SOMERSET WEST",021 8512600,WESTERN CAPE,-34.078506,18.845741,town,Western Cape Pharmacy Network List,2024-07-15,16,verified,true
6047106,Cylnor Pharmacy,SOMERSET WEST,SOMERSET WEST,"SHOP 2 & 3 CYLNOR CENTRE CNR, OLD STELLENBOSCH & HELDERBERG, COLLEGE ROAD",021 8553220,WESTERN CAPE,-34.078388,18.844518,town,Western Cape Pharmacy Network List,2024-07-15,16,verified,true
6074057,Pharmcor Vergelegen Pharmacy,SOMERSET WEST,SOMERSET WEST,MAIN ROAD,021 8509012/3,WESTERN CAPE,-34.073682,18.843435,town,Western Cape Pharmacy Network List,2024-07-15,16,verified,true
1163345,Medirite Plus Pharmacy - Paardev,SOMERSET WEST,SOMERSET WEST,"CNR WR QUINAN BOULEVARD, AND GARDNER WILLIAMS AVENUE",,WESTERN CAPE,-34.077588,18.842918,town,Western Cape Pharmacy Network List,2024-07-15,16,verified,true
740306,Clicks Pharmacy Sanctuary,SOMERSET WEST,SOMERSET WEST,"SHOP G10, THE SANCTUARY AVE & R44",021 4601900,WESTERN CAPE,-34.076976,18.845906,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
582751,Clicks Pharmacy Vergelegen Plein,SOMERSET WEST,SOMERSET WEST,"SHOP 6 VERGELEGEN PLEIN CNR, BIZWENI AVENUE &SIR LOWRY'S PASS, ROAD",021 8510729,WESTERN CAPE,-34.078506,18.844706,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
319074,Clicks Pharmacy - Soneike,SONEIKE,SONEIKE,"SHOP 28 LEVEL 1 SONEIKE, SHOPPING CENTRE CNR BOTTELARY &, AMANDEL ROAD",021 9032386,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,17,needs_location_review,true
303739,Clicks Pharmacy - Cobble Walk,SONSTRAAL,SONSTRAAL,"SHOP 55 COBBLE WALK SHOPPING, CENTRE CNR DE VILLIERS & VERDI, BOULEVARD",021 9794260,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,17,needs_location_review,true
739286,Clicks Pharmacy - Soshanguve Pla,SOSHANGUVE,SOSHANGUVE,"SHOP 5, BUITENKANT STREET, SOSHANGUVE PLAZA",021 4601911,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,17,needs_location_review,true
6037011,Stellenberg Pharmacy,STELLENBERG,STELLENBERG,"SHOP 3 STELLENBERG CENTRE, CNR REIGER & HAARLEM ROAD, STELLENBERG",021 9193520,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,17,needs_location_review,true
6079946,Stelkor Pharmacy,STELLENBOSCH,STELLENBOSCH,"STELKOR MEDICAL CENTRE, 3 PIET RETIEF STREET, STELLENBOSCH",021 8833162,WESTERN CAPE,-33.929471,18.860106,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
6083366,Medi-Health Pharmacy,STELLENBOSCH,STELLENBOSCH,"SHOP 9 CHECKERS MALL, CNR DORP & MILL STREET, STELLENBOSCH",021 8832360,WESTERN CAPE,-33.930106,18.861894,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
6068278,Die Boord Apteek,STELLENBOSCH,STELLENBOSCH,"SHOP 14 DIE BOORD SHOPPING, CENTRE 28-30 SAFFRAAN AVENUE, STELLENBOSCH",021 8879400,WESTERN CAPE,-33.930035,18.859094,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
921300,Dis-Chem Die Boord Pharmacy,STELLENBOSCH,STELLENBOSCH,"DIE BOORD WINKELSENTRUM, DIE BOORD STRAAT",010 5892200,WESTERN CAPE,-33.929094,18.859094,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
1175807,Welgevonden Pharmacy,STELLENBOSCH,STELLENBOSCH,"SHOP 8 STONE SQUARE, CNR R44 HENDRICKSE STREETS, WELGEVONDEN",021 8897222,WESTERN CAPE,-33.931541,18.860812,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
555231,Stelkor Kampus Pharmacy,STELLENBOSCH,STELLENBOSCH,"NEELSIE STUDENT CENTRE, 8 DE BEER ROAD, STELLENBOSCH",021 8872725,WESTERN CAPE,-33.932106,18.861565,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
555282,Simonsrust Pharmacy,STELLENBOSCH,STELLENBOSCH,"SHOP 6B SIMONSRUST SHOPPING, CENTRE CNR CLUVER & HELSHOOGTE, STELLENBOSCH",021 8870018,WESTERN CAPE,-33.933612,18.858647,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
606049,Pharmacy At Spar Welgevonden,STELLENBOSCH,STELLENBOSCH,"SHOP 8 STONE SQUARE, CNR R44 & HENDRIKSE ROAD, STELLENBOSCH",021 8897222,WESTERN CAPE,-33.931706,18.859847,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
396427,Clicks Pharmacy Stellenbosch,STELLENBOSCH,STELLENBOSCH,"SHOPS 44-46 STELLENBOSCH SQUARE, CENTRE CNR R44 & WEBERSVALLEI, ROAD",021 8801965,WESTERN CAPE,-33.929894,18.860718,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
44822,Trust-Kem Pharmacy,STELLENBOSCH,STELLENBOSCH,"1ST FLOOR SHOP 131 EIKESTAD, MALL 43 ANDRINGA STREET, STELLENBOSCH",021 8872939,WESTERN CAPE,-33.932035,18.857,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
6041663,Stilbaai Pharmacy,STILBAAI,STILBAAI,"ATTIE NEL BUILDING, CNR MAIN ROAD WEST & VOORTREKKER",028 7541436,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,17,needs_location_review,true
6072828,Fynbos Pharmacy,STILL BAY,STILL BAY,"SHOP 1 FYNBOS CENTRE, MAIN ROAD, STILL BAY WEST",028 7541860,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,17,needs_location_review,true
6046681,Goedehoop Pharmacy,STRAND,STRAND,"GOEDEHOOP CENTRE, 10 BROADWAY BOULEVARD, STRAND",021 8532088,WESTERN CAPE,-34.104988,18.830035,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
6063934,Vitacare Greenways Pharmacy,STRAND,STRAND,"SHOP 10 SOUTHSIDE SHOPPING, CENTRE 38A GORDON'S BAY DRIVE, STRAND",021 8532583,WESTERN CAPE,-34.104494,18.828247,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
474622,Medirite Pharmacy Broadway,STRAND,STRAND,"CNR BROADWAY BOULEVARD &, ONVERWACHT STREET, STRAND",021 8545475,WESTERN CAPE,-34.106871,18.8286,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
582786,Clicks Pharmacy Strand Square,STRAND,STRAND,"SHOP 6 STRAND SQUARE SHOPPING, CENTRE FAGAN STREET, STRAND",021 8544112,WESTERN CAPE,-34.105412,18.829824,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
601942,Pharma-Kem Pharmacy,STRAND,STRAND,"40 FAGAN STREET, STRAND",021 8544456,WESTERN CAPE,-34.108565,18.827635,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
6077390,Pharma-Kem Pharmacy,STRAND,STRAND,"SHOP 1 PICK N PAY DORPSMEENT, CNR FAGAN & MAIN ROAD",021 8544456,WESTERN CAPE,-34.107294,18.825071,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
494291,Clicks Pharmacy Cinnamon Square,STRAND,STRAND,"SHOP 10 CINNAMON SQUARE, SHOPPING CENTRE CNR FAURE MARINE, DRIVE & RUSTHOF STREET",021 8545468,WESTERN CAPE,-34.104212,18.825871,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
233269,Cronmed Pharmacy,STRAND,STRAND,MEDSAC 2 FIJNBOS CLOSE,021 8547021,WESTERN CAPE,-34.104541,18.825141,town,Western Cape Pharmacy Network List,2024-07-15,17,verified,true
6061842,Wavecrest Pharmacy,STRANDFONTEIN,STRANDFONTEIN,"SHOP 4 WAVECREST PLAZA, BENGUELA STREET, STRANDFONTEIN",021 3933840,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,17,needs_location_review,true
66281,Struisbaai Pharmacy,STRUIS BAY,STRUIS BAY,15 MALVERN DRIVE,028 4356913,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,17,needs_location_review,true
611743,Dis-Chem Noordhoek Pharmacy,SUN VALLEY,SUN VALLEY,"SHOP 15 SUN VALLEY MALL CNR OU, KAAPSE WEG & NOORDHOEK MAIN ROAD, SUN VALLEY",021 7844400,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,17,needs_location_review,true
220744,Long Beach Mall Clicks Pharmacy,SUN VALLEY,SUN VALLEY,"SHOP G15 LONG BEACH MALL CNR, BULLER LOUW DRIVE & SUNNYDALE, ROAD",021 7854115,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
41394,Sun Valley No 2 Pharmacy,SUN VALLEY,SUN VALLEY,"SHOP G68 LONGBEACH MALL, LONG BEACH",021 7853470,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
252743,Netcare Blaauwberg Pharmacy,SUNNINGDALE,SUNNINGDALE,WATERVILLE CRESCENT,021 5549100,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
267414,Clicks Pharmacy - Westcoast Vill,SUNNINGDALE,SUNNINGDALE,"SHOP 16 WEST COAST VILLAGE, SHOPPING CENTRE CNR WEST COAST &, SANDOWN ROAD",021 5545758,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
6065430,Cara S Pharmacy,SURREY EST,SURREY EST,"129 COMET ROAD, SURREY EST",021 6386595,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
6080855,Chavda`S Pharmacy,SURREY EST,SURREY EST,"4 PLUTO ROAD, SURREY EST",021 6372953,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
6080782,Swellendam Pharmacy,SWELLENDAM,SWELLENDAM,"45 VOORTREK STREET, SWELLENDAM",028 5141430,WESTERN CAPE,-34.022118,20.440624,town,Western Cape Pharmacy Network List,2024-07-15,18,verified,true
6080790,Protea Pharmacy,SWELLENDAM,SWELLENDAM,"2 EIKE MEDICAL CENTRE, 140 VOORTREK STREET, SWELLENDAM",028 5142020,WESTERN CAPE,-34.024706,20.440412,town,Western Cape Pharmacy Network List,2024-07-15,18,verified,true
471429,Clicks Pharmacy Swellendam,SWELLENDAM,SWELLENDAM,"SHOP 9 SWELLEN MARK, 45 VOORTREK STREET, SWELLENDAM",028 5142590,WESTERN CAPE,-34.023318,20.439894,town,Western Cape Pharmacy Network List,2024-07-15,18,verified,true
83054,Seaside Pharmacy,TABLE VIEW,TABLE VIEW,"SHOP 3 NORTH POINT CENTRE CNR, MARINE CIRCLE & PORTERFIELD ROAD, TABLE VIEW",021 5563950,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
6081568,Merlot Pharmacy,TABLE VIEW,TABLE VIEW,"SHOP 1 MERLOT PARK, CNR MERLOT & JANSSENS AVENUE, TABLE VIEW",021 5570849,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
692840,Clicks Pharmacy -Blaauwberg,TABLE VIEW,TABLE VIEW,"95 BLAAUWBERG ROAD, TABLE VIEW",021 5211050,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
707554,Clicks Pharmacy - Table Bay Mall,TABLE VIEW,TABLE VIEW,"SHOP G78 TABLE BAY MALL, CNR R27 & BERKSHIRE BOULEVARD, TABLE VIEW",021 5218500,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
471410,Clicks Pharmacy Flamingo Square,TABLE VIEW,TABLE VIEW,"SHOP 15 FLAMINGO SQUARE, SHOPPING CENTRE BLAAUWBERG ROAD, TABLE VIEW",021 5565513,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
184616,Medirite Pharmacy - Tableview,TABLE VIEW,TABLE VIEW,"BAYSIDE CENTRE CHECKERS, 2599 OTTO DU PLESSIS DRIVE, TABLE VIEW",021 5568591,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
6081924,Chemist Advice - Bayside Incorpo,TABLE VIEW,TABLE VIEW,"SHOP 71 BAYSIDE SHOPPING CENTRE, CNR BLAAUWBERG & WEST COAST ROAD",021 5573893,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
403431,Dis-Chem Bayside Pharmacy,TABLE VIEW,TABLE VIEW,"SHOP E02 & E03 BAYSIDE MALL CNR, BLAAUWBERG & OTTO DU PLESSIS, DRIVE",021 5226144,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
280968,Pick 'N Pay Pharmacy - Table Vie,TABLE VIEW,TABLE VIEW,"PICK N PAY TABLE VIEW SHOPPING, CENTRE 274 BLAAUWBERG ROAD",021 5215840,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
41122,Pharmacross Tableview,TABLE VIEW,TABLE VIEW,95 BLOUBERG ROAD,021 5511050,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
175870,Clicks Pharmacy - Blue Route,TOKAI,TOKAI,"SHOP 67 GROUND FLOOR BLUE ROUTE, MALL 16 TOKAI ROAD, TOKAI",021 7131519,WESTERN CAPE,-34.062082,18.439965,town,Western Cape Pharmacy Network List,2024-07-15,18,verified,true
6080383,David Bloom Pharmacy,TOKAI,TOKAI,"SHOP 23 PICK N PAY CENTRE TOKAI, JUNCTION CNR MAIN & TOKAI ROAD, TOKAI",021 7158745,WESTERN CAPE,-34.061329,18.436553,town,Western Cape Pharmacy Network List,2024-07-15,18,verified,true
693758,Clicks Pharmacy Tokai,TOKAI,TOKAI,"CNR TOKAI ROAD & KEYSER RIVER, DRIVE, TOKAI",021 7155017,WESTERN CAPE,-34.062035,18.436506,town,Western Cape Pharmacy Network List,2024-07-15,18,verified,true
457337,Dis-Chem Blue Route Pharmacy,TOKAI,TOKAI,"SHOP F206 BLUE ROUTE MALL, 16 TOKAI ROAD, TOKAI",021 7101230,WESTERN CAPE,-34.060953,18.435635,town,Western Cape Pharmacy Network List,2024-07-15,18,verified,true
6073476,Pharmacross Tokai Dispensary,TOKAI,TOKAI,CNR TOKAI & KEYSER RIVER DRIVE,021 7109962,WESTERN CAPE,-34.059988,18.435047,town,Western Cape Pharmacy Network List,2024-07-15,18,verified,true
305537,Clicks Pharmacy - Secunda,TRICHARDT,TRICHARDT,"SHOP 6 NE CENTRE SECUNDA PLAZA, PAUL KRUGER STREET",017 6341164,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
95559,Hydromed Trichardt Pharmacy,TRICHARDT,TRICHARDT,VOORTREKKER STREET,017 6388252,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
260126,Tulbagh Pharmacy,TULBAGH,TULBAGH,14 VAN DER STEL STREET,023 2300150,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
6077617,Tuscany Glen Pharmacy,TUSCANY GLEN,TUSCANY GLEN,188 BLUEDOWNS WAY,021 9091428,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
183512,Intercare Tygervalley Pharmacy,TYGER VALLEY,TYGER VALLEY,"LEVEL 3 INTERCARE MEDICAL &, DENTAL CENTRE 43 OLD OAK ROAD, TYGER VALLEY",021 9142544,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,18,needs_location_review,true
166596,Medirite Pharmacy - N1 City,VASCO,VASCO,"N1 CITY SHOPPING CENTRE, FRANS CONRADIE DRIVE, VASCO",021 5953404,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
419265,Medirite Pharmacy - Vasco,VASCO ESTATE,VASCO ESTATE,"SHOPRITE CNR VOORTREKKER ROAD &, SPENCER STREET, VASCO",021 5918740,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
548243,Pharmacy At Spar Laaiplek,VELDDRIF,VELDDRIF,"SHOP 3 SPAR CENTRE CNR, VOORTREKKER ROAD & JAMESON, LAAIPLEK",022 7830424,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
6032648,Kruger Pharmacy,VILLIERSDORP,VILLIERSDORP,"36 MAIN ROAD, VILLIERSDORP",028 8401112,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
6001890,Chinn S Corner Pharmacy,VREDEHOEK,VREDEHOEK,"169 BUITENKANT STREET, VREDEHOEK",021 4656222,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
6006884,Distrik Apteek,VREDENBURG,VREDENBURG,35 MAIN STREET,022 7135261,WESTERN CAPE,-32.910341,17.990153,town,Western Cape Pharmacy Network List,2024-07-15,19,verified,true
6032729,Weskem Pharmacy,VREDENBURG,VREDENBURG,"IPIC CENTRE, MAIN STREET",022 7131184,WESTERN CAPE,-32.906106,17.988059,town,Western Cape Pharmacy Network List,2024-07-15,19,verified,true
812412,Dis-Chem Weskus Mall Pharmacy,VREDENBURG,VREDENBURG,"SHOP L45 WESKUS MALL, 110 SALDANHA ROAD, VREDENBURG",021 5410045,WESTERN CAPE,-32.906435,17.991918,town,Western Cape Pharmacy Network List,2024-07-15,19,verified,true
329304,Medirite Witteklip Pharmacy,VREDENBURG,VREDENBURG,"CHECKERS WEST COAST MALL, SALDANHA ROAD, VREDENBURG",022 7133720,WESTERN CAPE,-32.910459,17.990365,town,Western Cape Pharmacy Network List,2024-07-15,19,verified,true
336378,Clicks Pharmacy - Vredenburg,VREDENBURG,VREDENBURG,"SHOP 11 PICK N PAY CENTRE, MAIN STREET, VREDENBURG",022 7191695,WESTERN CAPE,-32.905282,17.991494,town,Western Cape Pharmacy Network List,2024-07-15,19,verified,true
347159,Clicks Pharmacy Witteklip Mall,VREDENBURG,VREDENBURG,"SHOP U40 UPPER LEVEL WESKUS, MALL CNR SALDANHA ROAD & FLORYN, STREET",022 7135459,WESTERN CAPE,-32.908459,17.990176,town,Western Cape Pharmacy Network List,2024-07-15,19,verified,true
6006906,Vredendal Pharmacy,VREDENDAL,VREDENDAL,"13 CENTRAL STREET, VREDENDAL",027 2131510,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
552658,Clicks Pharmacy Vredendal Mall,VREDENDAL,VREDENDAL,"SHOP 1735 MASKAM MALL, CHURCH STREET, VREDENDAL",027 2131089,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
61778,Nu-Crane Pharmacy,VRIJZEE,VRIJZEE,"285 VOORTREKKER ROAD, VRIJZEE",021 5913531,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
676918,Clicks Pharmacy- Clock Tower,WATERFRONT,WATERFRONT,"SHOPS 103 - 110 CLOCK TOWER, SHOPPING CENTRE SOUTH ARM ROAD, WATERFRONT",021 4181445,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
183504,Clicks Pharmacy - V & A Waterfro,WATERFRONT,WATERFRONT,"SHOP 7113 VICTORIA WHARF, SHOPPING CENTRE BREAKWATER, WATERFRONT",021 4255953,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
6082602,Durbell Oude Hof Pharmacy,WELGEDACHT,WELGEDACHT,"SHOP 13 VAN RIEBEECKSHOF CENTRE, CNR VAN RIEBEECKSHOF &, KOELENHOF ROAD",021 9130331,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
526711,Clicks Pharmacy Welgemoed,WELGEMOED,WELGEMOED,"WELGEMOED FORUM CNR JIP DE JAGER, DRIVE & KOMMISSARIS STREET",021 9133987,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
6006965,Bergrivier Pharmacy,WELLINGTON,WELLINGTON,"MASONIC CENTRE, 49 CHURCH STREET, WELLINGTON",021 8732569,WESTERN CAPE,-33.638153,19.011341,town,Western Cape Pharmacy Network List,2024-07-15,19,verified,true
672033,Clicks Pharmacy - Welgelee Plein,WELLINGTON,WELLINGTON,"SHOP 1 - 2 WELGELEE PLEIN CNR, CHAMPAGNE & PIET RETIEF STREET, WELLINGTON",021 8641997,WESTERN CAPE,-33.642082,19.013035,town,Western Cape Pharmacy Network List,2024-07-15,19,verified,true
369195,Clicks Pharmacy - Wellington,WELLINGTON,WELLINGTON,"SHOP 27 28 35 & 36 MARKET, SQUARE DEVELOPMENT HOOFWEG ROAD, WELLINGTON",021 8733138,WESTERN CAPE,-33.637659,19.013318,town,Western Cape Pharmacy Network List,2024-07-15,19,verified,true
135240,Goedemoed Pharmacy,WELLWAY PARK,WELLWAY PARK,"SHOP 3 SEVEN ELEVEN CENTRE, CNR. LINK & LUBBE STREET",021 9751784,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
1140159,Pharmacy At Spar Weltevreden,WELTEVREDEN VALLEY,WELTEVREDEN VALLEY,"SHOP 3C CAMISSA SHOPPING CENTRE, HOLLYWOOD CRESENT, WELTEVREDEN VALLEY",,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
17418,Pharmacross Roodepoort,WESTGATE,WESTGATE,CORNER ONTDEKKERS & HELDERKRUIN,086 0254257,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
149950,Wildernis Pharmacy,WILDERNESS,WILDERNESS,"223 GEORGE ROAD, WILDERNIS",044 8770621,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
